Layer_enc,Cell_enc,BTS_enc,DayOfWeek,DayOfMonth,Month,WeekOfYear,IsWeekend,Overload_Flag,LTE_PDCCH_CCE_Load_pct,LTE_CFI3_Share_pct,LTE_CceAgg_1,LTE_CceAgg_2,LTE_CceAgg_4,LTE_CceAgg_8,PDCCH_Adm_Rej_Count,LTE_Max_RRC_CU,LTE_Active_UL_Users_TTI,SR_Fail_Ratio,PUCCH_SR_Cong_Count,DL_UL_Vol_Ratio,PRB_Total,Lat,Lon,Azimuth,PCI,EARFCN,TAC,Total_DataVol_GB,LTE_Avg_RRC_CU,LTE_Cell_THP_DL_Mbps,LTE_PrbUtil_DL_pct
1,16,5,1,30,4,18,0,0,37.46,80.18,7599072,4137662,1911986,518930,76,215.3,86.3,0.0195,543,4.876897341945087,124.69,14.695796,-17.46843,228,62,300,2001,29.0585,157.2,6.261,73.34
0,16,5,1,30,4,18,0,0,30.66,63.82,7797211,3971333,1939913,498849,62,145.8,62.8,0.0161,480,5.269928420609143,107.2,14.695796,-17.46843,228,312,6300,2001,24.4508,115.8,7.197,61.56
2,16,5,1,30,4,18,0,0,22.97,50.21,7791513,4095350,2050269,525601,51,90.1,37.4,0.0117,383,5.358182215103565,79.62,14.695796,-17.46843,228,414,6300,2001,19.1444,70.2,8.837,47.63
2,22,7,1,30,4,18,0,0,23.91,54.53,7898291,4184269,2085968,495278,51,91.7,36.6,0.0124,384,4.822225675785683,86.59,14.716365,-17.427395,208,360,6300,2001,18.2163,72.8,9.139,50.64
1,18,6,1,30,4,18,0,0,34.99,76.79,8005026,4014982,2117977,507740,71,210.3,87.6,0.0195,568,4.913596529490084,123.34,14.683547,-17.438945,109,96,300,2001,27.0958,162.9,6.252,72.28
0,22,7,1,30,4,18,0,0,29.23,62.85,8108208,4202465,1986955,500511,68,157.5,63.2,0.016,482,5.03399615989881,102.87,14.716365,-17.427395,208,486,300,2001,23.7826,117.6,7.201,59.64
2,26,8,1,30,4,18,0,0,22.29,56.0,8250135,3837509,2064697,518926,51,88.7,33.7,0.0129,365,4.87488698591473,79.91,14.730851,-17.42687,313,336,6300,2001,19.2214,66.5,8.816,45.32
2,23,7,1,30,4,18,0,0,24.76,52.88,8311568,4175378,1931959,497690,49,85.1,34.6,0.0123,364,4.8975474708303235,82.23,14.716365,-17.427395,352,129,300,2001,18.0264,71.7,8.556,48.96
0,15,5,1,30,4,18,0,0,31.64,63.6,7889445,4053646,1897195,495889,63,145.4,63.3,0.016,507,5.186805730802661,104.1,14.695796,-17.46843,68,40,300,2001,25.4387,117.5,7.601,59.78
1,29,9,1,30,4,18,0,0,34.39,77.92,8068182,3914604,2000441,499009,79,202.2,84.2,0.0196,562,5.145718655982708,121.25,14.732819,-17.485155,339,213,1650,2001,28.717,160.3,5.701,70.04
0,29,9,1,30,4,18,0,0,31.42,63.56,8057797,3892838,2087850,516774,65,155.9,64.0,0.0164,505,5.162135314084201,106.99,14.732819,-17.485155,339,17,6300,2001,24.9187,113.0,7.406,60.94
2,29,9,1,30,4,18,0,0,22.45,50.47,7614957,4034742,2089686,522427,51,92.3,33.3,0.0127,364,5.154131451199161,81.16999999999999,14.732819,-17.485155,339,402,1650,2001,19.5946,71.4,9.341,46.44
1,28,9,1,30,4,18,0,0,34.51,73.09,7602627,3961344,2066044,479915,79,202.9,87.7,0.0187,564,5.521016779066086,127.22,14.732819,-17.485155,220,86,6300,2001,29.9041,155.6,6.047,74.95
0,28,9,1,30,4,18,0,0,31.84,65.6,7820817,3932574,2034618,474157,66,154.1,61.0,0.0157,510,5.02059925971449,104.96000000000001,14.732819,-17.485155,220,265,1650,2001,24.5675,118.4,7.081,62.9
2,28,9,1,30,4,18,0,0,24.46,54.47,8479741,4140739,1952405,476593,50,88.2,33.5,0.0131,369,4.961043537128956,81.9,14.732819,-17.485155,220,248,6300,2001,19.0378,70.7,8.824,48.21
1,27,9,1,30,4,18,0,0,36.49,79.16,7933273,4137421,1913744,484701,74,199.9,86.3,0.0193,580,4.568673358269493,129.96,14.732819,-17.485155,21,168,300,2001,28.1741,169.7,5.802,75.9
0,27,9,1,30,4,18,0,0,29.25,64.05,8049968,3991616,1982356,481340,68,158.7,57.2,0.0158,504,4.720500622186539,106.81,14.732819,-17.485155,21,370,1650,2001,23.4177,114.3,7.371,61.36
1,22,7,1,30,4,18,0,0,34.68,80.19,8238642,4004958,1905003,517955,71,216.7,79.1,0.0189,564,5.220483681310373,127.07999999999998,14.716365,-17.427395,208,182,6300,2001,29.1135,164.3,5.908,74.85
2,27,9,1,30,4,18,0,0,23.59,54.76,7671502,4193349,1918940,492067,46,88.1,37.2,0.0124,387,5.53357777085163,86.38,14.732819,-17.485155,21,269,300,2001,19.2192,68.1,8.444,50.98
0,26,8,1,30,4,18,0,0,32.04,69.0,7631224,4239681,2073939,520891,67,155.7,56.8,0.0157,490,4.819531532058852,108.9,14.730851,-17.42687,313,175,6300,2001,23.2326,118.2,6.801,66.76
1,25,8,1,30,4,18,0,0,36.6,73.39,7602054,4011862,2012701,507793,80,210.8,85.2,0.0182,565,4.476871551436811,130.5,14.730851,-17.42687,232,46,6300,2001,27.6515,161.4,6.057,75.64
0,25,8,1,30,4,18,0,0,29.19,63.83,7820305,4163537,1928679,485431,65,142.0,59.5,0.0162,469,5.405814116052442,109.62,14.730851,-17.42687,232,221,1650,2001,25.4105,123.1,7.426,66.64
2,25,8,1,30,4,18,0,0,23.01,50.11,8318967,4227396,1905055,477613,50,83.8,36.1,0.0125,375,5.179283813704394,84.62,14.730851,-17.42687,232,122,1650,2001,18.3595,69.1,9.135,49.67
1,24,8,1,30,4,18,0,0,35.5,76.07,8343649,4150778,1953183,498691,79,211.9,83.8,0.0198,556,5.202693952376224,127.96,14.730851,-17.42687,0,72,1650,2001,29.7436,161.8,5.892,77.55
0,24,8,1,30,4,18,0,0,31.45,67.02,7930894,3820749,2098193,502035,61,156.3,58.6,0.0155,491,5.076357383777608,112.73,14.730851,-17.42687,0,367,300,2001,24.18,118.5,7.069,65.79
2,24,8,1,30,4,18,0,0,23.33,55.93,8222213,4167876,1988955,499464,49,88.0,33.5,0.0125,349,4.996907233217875,82.61,14.730851,-17.42687,0,285,300,2001,19.7172,72.8,8.786,48.64
1,23,7,1,30,4,18,0,0,36.02,77.17,8378833,3850030,1881811,495133,78,197.9,80.3,0.0188,602,5.3346095840119165,121.71,14.716365,-17.427395,352,230,6300,2001,29.1152,163.4,5.712,71.21
0,23,7,1,30,4,18,0,0,30.18,70.38,8147425,4025311,2115170,512760,63,148.0,60.4,0.0162,504,4.8422056729773315,106.68,14.716365,-17.427395,352,424,1650,2001,24.0807,117.9,6.949,64.7
1,26,8,1,30,4,18,0,0,37.94,76.29,7849709,3909133,2106841,523092,73,199.7,85.9,0.0181,586,4.940663387604362,125.19999999999999,14.730851,-17.42687,313,38,300,2001,28.1024,168.9,6.081,72.8
2,15,5,1,30,4,18,0,0,22.91,53.09,7944578,3795350,2075919,474915,46,89.9,33.2,0.0122,364,4.841423629229561,80.42,14.695796,-17.46843,68,127,300,2001,17.6692,68.5,8.562,47.27
0,3,1,1,30,4,18,0,0,29.06,68.97,7847362,3896405,2101154,519090,60,151.1,63.1,0.0161,461,5.0210491041932475,104.05,14.734633,-17.444613,110,317,1650,2001,24.8943,112.1,7.338,62.07
0,14,4,1,30,4,18,0,0,30.22,62.55,7977573,4119101,1975685,475028,67,153.5,63.3,0.0166,499,4.675866847878284,108.16,14.741199,-17.462393,281,232,300,2001,24.0978,113.1,7.525,61.44
0,6,2,1,30,4,18,0,0,32.35,66.99,8148125,3777263,1977788,477789,63,155.3,58.1,0.0155,461,4.900320764020082,111.11,14.679119,-17.472514,117,475,300,2001,25.0864,119.2,7.11,66.03
2,6,2,1,30,4,18,0,0,22.69,55.66,7844212,4033796,1893844,482389,47,84.7,36.9,0.013,385,5.417530552640802,83.78,14.679119,-17.472514,117,293,300,2001,19.1504,70.7,8.312,49.32
1,5,1,1,30,4,18,0,0,35.29,77.98,8333364,4081688,1925499,501174,78,208.5,88.1,0.0188,583,4.880975373388776,127.73,14.734633,-17.444613,251,325,300,2001,29.3863,160.2,6.343,77.43
0,5,1,1,30,4,18,0,0,31.83,69.82,8276296,4211358,2105752,511833,61,145.4,62.5,0.0153,499,5.0375713965591515,107.16,14.734633,-17.444613,251,100,6300,2001,23.4093,115.0,7.055,62.27
2,5,1,1,30,4,18,0,0,23.32,54.21,8292408,4207433,1999434,507201,49,85.0,33.7,0.0123,356,5.062332703467774,83.92,14.734633,-17.444613,251,109,1650,2001,19.3304,67.2,9.297,50.97
1,4,1,1,30,4,18,0,0,37.43,74.88,7857551,3854503,1979243,512353,74,199.4,81.5,0.0195,572,4.5071768000369365,124.25,14.734633,-17.444613,175,473,1650,2001,27.5048,155.2,5.862,72.11
0,4,1,1,30,4,18,0,0,32.12,65.02,8230193,4129018,2036152,525304,62,152.6,57.2,0.017,507,5.069411074451137,108.03999999999999,14.734633,-17.444613,175,428,300,2001,25.0836,115.7,7.61,62.73
2,4,1,1,30,4,18,0,0,22.46,52.49,8466552,4190343,2054656,505224,48,86.6,34.7,0.0119,388,4.973739843025687,81.16,14.734633,-17.444613,175,439,6300,2001,19.3711,68.5,8.925,46.51
1,3,1,1,30,4,18,0,0,36.41,79.83,7797229,4202923,2052517,488133,74,220.9,82.6,0.0194,572,5.428236967891435,127.16,14.734633,-17.444613,110,486,6300,2001,29.9441,171.0,6.191,75.88
2,3,1,1,30,4,18,0,0,22.58,52.55,8196248,4060607,2113874,515233,48,83.6,34.0,0.0129,362,5.040640235585316,79.17,14.734633,-17.444613,110,116,300,2001,18.5703,66.9,9.28,47.19
1,2,0,1,30,4,18,0,0,37.58,73.95,8329358,3775907,2051750,485246,76,207.9,78.6,0.0186,563,4.51973500538737,119.69,14.74571,-17.452823,350,191,1650,2001,27.621,156.9,5.887,70.07
0,2,0,1,30,4,18,0,0,31.78,65.28,8038660,4028796,1937877,495437,67,142.6,61.6,0.0164,496,4.972922682018229,105.5,14.74571,-17.452823,350,451,300,2001,24.1838,113.2,7.022,61.61
2,2,0,1,30,4,18,0,0,24.46,55.75,8381245,4152369,2073476,520940,48,85.3,34.4,0.0129,392,5.051274246208006,83.24000000000001,14.74571,-17.452823,350,298,6300,2001,17.958,65.3,8.968,50.28
1,1,0,1,30,4,18,0,0,37.86,76.11,7942517,3980382,1966232,522763,71,219.9,82.9,0.0189,536,5.009750761781533,125.69,14.74571,-17.452823,208,434,300,2001,28.9067,172.3,6.01,70.43
0,1,0,1,30,4,18,0,0,32.46,64.76,8352162,4237250,2012017,483329,66,148.5,63.5,0.0158,460,4.872925082721832,107.64,14.74571,-17.452823,208,483,1650,2001,24.0974,113.8,6.945,62.15
2,1,0,1,30,4,18,0,0,24.36,54.71,7561565,4227644,2023989,496358,50,87.1,36.8,0.013,392,4.603317387189089,78.53999999999999,14.74571,-17.452823,208,387,300,2001,18.259,66.5,8.64,45.44
1,0,0,1,30,4,18,0,0,36.66,79.01,8093022,3763584,2038076,499829,78,197.6,87.6,0.0193,595,5.025369858357197,125.9,14.74571,-17.452823,17,461,1650,2001,29.4808,168.5,6.095,70.63
0,0,0,1,30,4,18,0,0,32.17,67.89,7724026,3924903,1946114,502754,63,147.5,60.4,0.0168,458,5.080172720561289,111.9,14.74571,-17.452823,17,113,1650,2001,24.2057,119.6,7.015,65.4
1,14,4,1,30,4,18,0,0,37.52,78.21,8058637,3967461,2075631,472829,76,197.4,83.8,0.0179,556,4.823259200020597,129.97,14.741199,-17.462393,281,315,300,2001,28.6939,159.8,5.684,75.49
1,6,2,1,30,4,18,0,0,35.76,73.77,8186272,3982250,1938718,509072,74,220.3,87.7,0.0182,578,5.2513578301016635,119.8,14.679119,-17.472514,117,296,6300,2001,29.2842,169.5,5.915,70.38
2,7,2,1,30,4,18,0,0,24.79,50.63,8396493,4073215,2006125,493948,51,85.1,34.0,0.012,365,4.707272222900046,81.4,14.679119,-17.472514,150,399,300,2001,18.4147,67.7,9.08,45.94
2,0,0,1,30,4,18,0,0,24.68,52.3,8347119,4071406,1917676,474617,49,90.7,34.0,0.0123,364,5.275689302834879,80.57,14.74571,-17.452823,17,457,6300,2001,18.8462,64.9,8.888,47.27
1,7,2,1,30,4,18,0,0,36.34,77.16,7642824,3828443,1970445,475571,78,204.6,85.7,0.0201,577,4.889604543236914,122.94,14.679119,-17.472514,150,202,1650,2001,29.3141,171.5,5.763,69.68
0,7,2,1,30,4,18,0,0,32.07,68.62,8359059,3821077,2096310,471208,63,151.0,61.5,0.0158,502,4.933908377367753,110.86,14.679119,-17.472514,150,462,6300,2001,25.0113,121.1,7.022,66.53
1,13,4,1,30,4,18,0,0,35.98,79.0,8100194,3784165,2111362,498296,76,217.9,81.8,0.019,589,4.917244177302316,126.22999999999999,14.741199,-17.462393,156,466,1650,2001,29.1751,165.6,6.315,75.66
0,13,4,1,30,4,18,0,0,30.17,67.49,8467075,3793429,1963719,503311,66,155.3,63.8,0.0163,455,5.2817007850090985,112.85,14.741199,-17.462393,156,118,1650,2001,24.4779,120.4,6.912,65.81
2,13,4,1,30,4,18,0,0,23.88,50.42,7632934,3762487,2027026,474965,46,92.9,36.8,0.0128,385,4.8282459539161815,79.57,14.741199,-17.462393,156,337,300,2001,17.8088,65.6,8.457,46.1
1,12,4,1,30,4,18,0,0,34.31,73.2,8436820,3775808,1992973,501971,75,203.9,86.8,0.0188,565,4.8736712082272,123.62,14.741199,-17.462393,1,93,300,2001,29.49,168.9,6.145,72.53
0,12,4,1,30,4,18,0,0,28.97,63.32,7678510,4121622,1952661,523047,64,158.7,59.2,0.0171,480,4.9966556036617344,106.05,14.741199,-17.462393,1,309,1650,2001,25.0938,116.6,6.861,64.05
2,12,4,1,30,4,18,0,0,23.87,54.27,8041524,3869587,1967231,494806,47,85.6,35.4,0.0127,385,5.284504234208045,82.78,14.741199,-17.462393,1,331,1650,2001,19.5217,67.1,8.612,49.0
1,11,3,1,30,4,18,0,0,34.64,77.96,7582925,4228398,1949787,507464,71,210.7,79.5,0.0188,590,5.522472308550394,126.98,14.732595,-17.505634,247,169,6300,2001,29.3457,157.2,5.756,75.64
0,11,3,1,30,4,18,0,0,29.76,65.48,8265916,3837291,1894912,515787,62,155.8,57.5,0.016,456,5.608829335362945,108.53,14.732595,-17.505634,247,294,1650,2001,25.2533,123.0,7.362,62.96
2,11,3,1,30,4,18,0,0,24.17,55.35,7556641,4048895,1944144,524149,51,84.0,33.8,0.0129,364,4.963864254485539,78.66,14.732595,-17.505634,247,382,1650,2001,19.5489,73.0,8.761,46.45
2,14,4,1,30,4,18,0,0,23.92,52.98,8094112,4047688,2081337,529636,49,84.9,33.9,0.0116,380,4.699134354332033,85.16999999999999,14.741199,-17.462393,281,245,1650,2001,18.3244,68.0,9.265,49.73
1,10,3,1,30,4,18,0,0,34.39,79.7,8081874,4059850,2039390,473173,79,203.7,83.4,0.0191,552,5.286535835848699,123.55000000000001,14.732595,-17.505634,219,211,1650,2001,29.8881,168.6,6.335,73.56
0,10,3,1,30,4,18,0,0,29.12,69.49,8079053,3786345,2075826,505101,63,146.5,63.3,0.0153,505,5.067761044813895,108.97,14.732595,-17.505634,219,394,6300,2001,24.1683,124.0,6.858,62.73
2,10,3,1,30,4,18,0,0,22.2,54.08,7534775,3989418,2038878,527084,47,92.6,34.9,0.0124,370,4.9781476679241266,79.61,14.732595,-17.505634,219,315,300,2001,18.7499,72.0,9.297,47.05
1,9,3,1,30,4,18,0,0,34.81,78.47,7576076,4140437,1987093,528631,74,221.1,81.8,0.0185,570,4.817175362971226,125.0,14.732595,-17.505634,44,466,300,2001,27.9547,170.3,6.36,75.65
0,9,3,1,30,4,18,0,0,31.07,62.63,8094603,4033711,1996009,481436,65,154.7,63.5,0.0155,507,4.560027111313501,108.78,14.732595,-17.505634,44,380,1650,2001,23.836,121.7,7.62,62.87
2,9,3,1,30,4,18,0,0,24.23,50.39,8344049,4091118,1920087,490157,50,90.3,37.3,0.0121,387,5.195997209890598,82.05,14.732595,-17.505634,44,273,1650,2001,18.7712,69.0,8.615,49.48
1,8,2,1,30,4,18,0,0,34.08,76.23,8343707,3791383,1975691,478599,80,200.0,80.6,0.02,555,5.268870188687044,126.06,14.679119,-17.472514,340,439,300,2001,28.7044,155.3,6.287,75.53
0,8,2,1,30,4,18,0,0,31.88,64.01,7931914,3969198,1920407,491602,67,147.9,57.7,0.0171,488,4.980602594725677,110.22,14.679119,-17.472514,340,39,300,2001,22.9785,116.4,7.318,63.36
2,8,2,1,30,4,18,0,0,22.79,54.86,7651147,3798176,1917607,501189,48,85.1,34.6,0.0117,389,4.823688561928685,80.06,14.679119,-17.472514,340,65,300,2001,18.6698,68.3,8.801,45.87
1,19,6,2,1,5,18,0,0,36.08,75.96,7735620,3930605,2046380,520853,76,211.3,84.6,0.0197,597,4.643952150565169,120.66,14.683547,-17.438945,167,251,6300,2001,27.6282,156.6,6.217,71.25
2,20,6,2,1,5,18,0,0,22.55,52.39,8235959,4173823,1900997,509253,49,92.0,34.0,0.0118,392,4.617093857282315,78.42,14.683547,-17.438945,327,423,300,2001,18.2133,68.3,9.311,45.45
0,20,6,2,1,5,18,0,0,30.46,68.36,7981721,4234892,2116437,491151,62,159.9,61.0,0.0159,464,5.45192970171402,107.30000000000001,14.683547,-17.438945,327,263,300,2001,24.8158,116.6,7.273,63.21
1,21,7,2,1,5,18,0,0,36.92,79.52,7620822,4212789,1973541,471959,74,213.3,79.2,0.0179,545,4.90725331464939,122.68,14.716365,-17.427395,53,273,1650,2001,27.3586,170.1,5.951,70.87
2,21,7,2,1,5,18,0,0,23.48,51.15,7715699,3845365,1896066,474785,46,93.5,34.9,0.0125,386,5.463760756459893,83.66,14.716365,-17.427395,53,14,300,2001,18.9238,68.3,8.399,48.07
0,21,7,2,1,5,18,0,0,31.83,62.96,7949364,4093556,1919971,502059,63,153.3,59.5,0.0154,492,5.27923125003687,109.91,14.716365,-17.427395,53,273,6300,2001,24.6436,119.6,7.595,65.96
0,19,6,2,1,5,18,0,0,32.42,68.39,7973182,4100298,1923001,507226,64,153.5,60.1,0.0168,467,4.784758261674897,107.62,14.683547,-17.438945,167,471,6300,2001,24.6986,113.9,7.271,63.89
1,20,6,2,1,5,18,0,0,37.34,79.19,7949742,4203921,2092168,519271,77,218.3,80.7,0.0194,592,4.552414896325314,127.20000000000002,14.683547,-17.438945,327,367,6300,2001,27.9593,169.9,5.816,73.18
2,19,6,2,1,5,18,0,0,24.06,55.41,8010887,3869179,2105534,528190,49,84.8,35.3,0.0121,386,4.848333805992168,84.97,14.683547,-17.438945,167,77,1650,2001,18.4964,65.5,9.276,49.12
1,17,5,2,1,5,18,0,0,36.9,74.86,7916482,3810745,1971663,490393,77,206.6,80.7,0.019,571,5.065825758359848,126.45000000000002,14.695796,-17.46843,351,83,6300,2001,30.1339,155.4,6.289,71.93
0,18,6,2,1,5,18,0,0,30.27,68.3,8146144,3850407,1960918,510780,67,147.5,62.7,0.0152,494,4.712124491812881,107.27000000000001,14.683547,-17.438945,109,1,300,2001,23.6189,122.8,7.531,62.92
2,18,6,2,1,5,18,0,0,24.42,56.11,7710433,3820583,2083763,507312,50,90.2,36.4,0.0125,355,4.913752514659932,79.00999999999999,14.683547,-17.438945,109,217,1650,2001,17.6708,67.7,8.694,45.93
1,15,5,2,1,5,18,0,0,38.0,77.76,8449540,3924579,2056611,521661,79,209.6,79.6,0.0187,536,4.620098447737397,128.06,14.695796,-17.46843,68,47,1650,2001,27.663,165.0,6.003,75.3
0,17,5,2,1,5,18,0,0,30.73,64.78,7753445,4131527,1985011,490613,67,147.3,59.0,0.0157,479,4.814577017021176,108.28999999999999,14.695796,-17.46843,351,37,6300,2001,24.7273,120.6,7.458,63.98
2,17,5,2,1,5,18,0,0,22.6,52.37,8266772,4008496,1969591,491762,51,93.2,34.1,0.0118,351,5.060277851933907,83.47,14.695796,-17.46843,351,155,1650,2001,17.8989,70.2,9.338,49.3
1,16,5,2,1,5,18,0,0,38.24,77.43,7837763,3911587,1996893,480753,75,206.6,80.5,0.0201,573,5.454017097559895,123.5,14.695796,-17.46843,228,62,300,2001,29.4602,167.0,6.241,74.18
0,16,5,2,1,5,18,0,0,29.79,64.85,7977429,3915071,1961324,511449,60,148.3,61.5,0.0162,481,5.137421132788848,107.1,14.695796,-17.46843,228,312,6300,2001,24.2901,123.9,7.23,61.93
2,16,5,2,1,5,18,0,0,23.41,54.47,8456703,4143316,2040338,525733,48,89.0,35.6,0.013,370,5.209680998531205,81.43,14.695796,-17.46843,228,414,6300,2001,19.0693,67.0,9.314,46.74
2,22,7,2,1,5,18,0,0,24.45,52.93,7590198,4083455,1953816,485504,51,84.0,36.8,0.012,363,4.827410919968052,86.12,14.716365,-17.427395,208,360,6300,2001,18.1719,72.4,9.229,50.32
1,29,9,2,1,5,18,0,0,36.43,80.05,8229578,3824713,2011213,484202,79,214.3,88.1,0.0195,542,4.64261541907893,124.03,14.732819,-17.485155,339,213,1650,2001,28.4797,156.5,5.966,72.01
0,22,7,2,1,5,18,0,0,29.97,69.53,7846269,3859201,1906813,485371,67,159.1,63.3,0.0159,493,4.603522800924894,105.78,14.716365,-17.427395,208,486,300,2001,23.404,111.2,7.478,63.74
1,25,8,2,1,5,18,0,0,34.79,79.03,8319593,3880349,1957236,482386,75,220.6,84.3,0.0196,593,4.904935038960508,127.05000000000001,14.730851,-17.42687,232,46,6300,2001,28.7767,169.1,6.067,77.93
2,23,7,2,1,5,18,0,0,22.37,51.13,8307635,4015277,1939981,479330,48,92.3,36.0,0.0118,351,5.128986477056312,84.50999999999999,14.716365,-17.427395,352,129,300,2001,18.0852,67.8,8.328,49.39
0,15,5,2,1,5,18,0,0,32.27,64.11,8067122,3841768,2005112,515040,64,154.1,58.3,0.0166,473,5.149676978514276,108.36,14.695796,-17.46843,68,40,300,2001,25.2003,111.8,7.388,64.67
0,29,9,2,1,5,18,0,0,31.63,64.91,7568804,3799646,1908090,489082,63,143.7,60.3,0.0169,509,4.729909987682629,105.44,14.732819,-17.485155,339,17,6300,2001,23.3779,116.7,7.386,61.17
2,29,9,2,1,5,18,0,0,24.19,56.11,8440194,3944097,2110877,489692,50,83.3,37.4,0.0121,348,4.945246530896356,78.25999999999999,14.732819,-17.485155,339,402,1650,2001,18.4508,65.4,8.841,46.14
1,28,9,2,1,5,18,0,0,37.12,72.23,7759996,3767849,2118633,498324,75,203.3,78.7,0.0182,560,4.665016525976589,122.42,14.732819,-17.485155,220,86,6300,2001,28.2446,167.4,6.11,70.75
0,28,9,2,1,5,18,0,0,32.31,67.03,7906336,4232030,2026351,477404,61,149.9,57.8,0.0155,499,4.755419416664005,109.77,14.732819,-17.485155,220,265,1650,2001,24.1288,120.2,7.408,63.3
2,28,9,2,1,5,18,0,0,22.54,54.17,7943570,4038960,1881445,478774,49,85.7,36.4,0.0123,361,5.457305904835883,85.24000000000001,14.732819,-17.485155,220,248,6300,2001,19.1485,66.3,8.662,50.72
1,27,9,2,1,5,18,0,0,34.71,75.84,8171998,4011303,2040859,501633,74,200.6,87.2,0.0191,603,4.9258892484644,127.73,14.732819,-17.485155,21,168,300,2001,28.5174,154.9,5.677,75.4
0,27,9,2,1,5,18,0,0,30.93,63.16,8100555,3946883,1889013,513905,66,157.1,62.4,0.0169,487,4.894170348325218,111.76,14.732819,-17.485155,21,370,1650,2001,24.7415,113.9,6.848,66.76
2,27,9,2,1,5,18,0,0,24.24,54.66,8164608,3831315,1980135,513692,50,84.7,33.8,0.0131,355,4.9878256109033074,81.37,14.732819,-17.485155,21,269,300,2001,19.1161,71.2,8.739,45.8
1,26,8,2,1,5,18,0,0,38.25,75.76,7730530,3854203,2006515,503317,76,218.9,88.6,0.02,584,4.766578032998185,127.14,14.730851,-17.42687,313,38,300,2001,28.2592,162.3,5.747,73.19
0,26,8,2,1,5,18,0,0,32.01,63.52,8312010,3842495,1985585,485255,60,147.4,63.2,0.016,472,5.03303141459321,105.07,14.730851,-17.42687,313,175,6300,2001,25.6394,124.0,7.367,59.69
2,26,8,2,1,5,18,0,0,22.23,50.86,8254377,4163004,1989658,508839,49,83.1,33.3,0.012,349,5.528904284285178,81.2,14.730851,-17.42687,313,336,6300,2001,19.2664,67.2,8.466,45.78
0,25,8,2,1,5,18,0,0,31.23,68.21,8288089,3975632,2101841,506846,61,153.3,58.0,0.0165,494,5.085371714511698,110.74000000000001,14.730851,-17.42687,232,221,1650,2001,24.001,111.1,7.261,65.5
2,25,8,2,1,5,18,0,0,24.78,51.87,7723090,4185588,2119967,470075,52,92.5,34.3,0.0125,359,4.605354457374769,83.08,14.730851,-17.42687,232,122,1650,2001,17.9396,65.5,8.299,48.25
1,24,8,2,1,5,18,0,0,36.39,73.7,7593547,3883164,2062694,484225,72,211.9,80.8,0.0183,603,4.914709600530176,122.0,14.730851,-17.42687,0,72,1650,2001,28.8624,162.1,5.77,70.99
0,24,8,2,1,5,18,0,0,31.13,65.24,8140064,3973606,2001200,519909,67,157.8,56.9,0.017,463,5.125171760635811,102.66999999999999,14.730851,-17.42687,0,367,300,2001,24.9384,118.0,7.013,59.87
2,24,8,2,1,5,18,0,0,24.42,54.14,7544110,4146242,1964716,471324,48,84.6,33.3,0.0122,375,4.846816037699641,77.9,14.730851,-17.42687,0,285,300,2001,19.1663,69.3,9.258,45.6
1,23,7,2,1,5,18,0,0,36.19,73.67,8111320,3765628,2094894,492152,71,221.4,83.2,0.0198,566,5.395188719504093,124.73,14.716365,-17.427395,352,230,6300,2001,28.8249,168.1,6.315,72.45
0,23,7,2,1,5,18,0,0,32.05,63.05,8251399,4110909,1921868,473131,64,153.5,60.6,0.0158,494,5.154247811750546,102.72,14.716365,-17.427395,352,424,1650,2001,24.0033,124.8,7.253,59.21
1,22,7,2,1,5,18,0,0,37.97,75.15,8323785,3784875,1990780,518881,75,221.4,81.4,0.0191,590,5.279864717643447,123.86,14.716365,-17.427395,208,182,6300,2001,28.8373,168.0,5.988,71.05
2,15,5,2,1,5,18,0,0,24.78,55.75,7725269,3876047,1973855,526882,50,91.4,37.0,0.0118,372,4.733032609592373,81.41,14.695796,-17.46843,68,127,300,2001,18.2591,69.1,8.592,45.92
1,18,6,2,1,5,18,0,0,37.43,74.08,7562813,3786173,2019110,492398,74,220.5,82.2,0.0189,546,5.486802881650464,130.51,14.683547,-17.438945,109,96,300,2001,29.1725,159.5,6.26,78.5
0,14,4,2,1,5,18,0,0,31.98,70.18,8449509,3906441,1929055,502206,66,159.8,61.8,0.0155,506,5.294299853105214,105.73,14.741199,-17.462393,281,232,300,2001,24.7702,123.1,7.574,60.77
2,6,2,2,1,5,18,0,0,24.82,53.25,7662470,3783953,2078032,486239,51,88.4,36.0,0.0125,381,4.980268505367146,79.28,14.679119,-17.472514,117,293,300,2001,18.0921,72.1,8.296,46.62
1,5,1,2,1,5,18,0,0,35.07,79.01,7615021,4010773,2032352,526936,79,214.8,86.0,0.0193,557,4.9389588431291775,128.41,14.734633,-17.444613,251,325,300,2001,27.5956,172.7,5.923,76.29
0,5,1,2,1,5,18,0,0,29.9,68.28,8448700,3966054,2051240,488649,64,156.2,63.8,0.0155,484,5.006939146093008,104.22999999999999,14.734633,-17.444613,251,100,6300,2001,25.5227,116.4,7.266,60.26
2,5,1,2,1,5,18,0,0,23.98,53.84,7855573,3850499,1929734,492508,50,83.2,33.4,0.0131,360,4.812170028532341,79.16999999999999,14.734633,-17.444613,251,109,1650,2001,19.0365,72.9,9.215,45.91
1,4,1,2,1,5,18,0,0,34.81,72.59,7990810,3834557,2098282,498256,72,208.9,85.7,0.0188,574,4.958839895514077,130.65,14.734633,-17.444613,175,473,1650,2001,27.7267,157.1,6.008,75.56
